scully_lines,season,episode
"SCULLY: All right, everyone. We have a warrant to search the premises for evidence of the sale of restricted manufactured parts. The evidence may be in the form of falsified export licences, parts manifests, communiques. It could be on computer disks or hard copy.  ",1,5
"SCULLY: Lets go. (The man break up. Lauren walks with Scully.) Now, it will most likely be in Dorland's office. We'll conduct the search, but we need you to guide us so we need you to be strong, okay? (Scully opens the back door of the car for her. Lauren gets in. The cars pull out.)  ",1,5
"SCULLY: Mulder! (Inside the office, it's dark and we hear Scully yelling. Pictures fly from the wall. Drawers open and papers fly around the room. The letter opener hovers in front of Dorland's face. It turns and flies into the wall. It slits the wallpaper about two feet and stops. The noise and flying papers die down and Scully bolts into the room. She looks around at the mess.)  ",1,5
SCULLY: My God. (Mulder walks across the wall to wall paper to the wall and takes a floppy disk out from behind the wallpaper.)  ,1,5
"SCULLY: Out of here, or away from the ghost of Howard Graves? (They walk to the car.)  ",1,5
SCULLY: I'd settle for a life in this one.  ,1,5
SCULLY: Yes. (They get into the car and fasten their seat belts.)  ,1,5
"SCULLY: You're not missing much. It's just a big bell with a big crack, and you have to wait in a long line.  ",1,5
SCULLY: Why now?  ,1,5
"SCULLY: No, really ...  ",1,6
SCULLY: And it wasn't accidental?  ,1,6
SCULLY: Who's running the investigation?  ,1,6
SCULLY: The forensics instructor at the Academy? (to MULDER) We used to call her the Iron Maiden.  ,1,6
SCULLY: How come you two went your separate ways?  ,1,6
SCULLY: Seriously.  ,1,6
SCULLY: And you?  ,1,6
SCULLY: I know where you ended up. What about Jerry?  ,1,6
SCULLY: What kind of bad luck?  ,1,6
SCULLY: (pushing button) Twenty-nine?  ,1,6
SCULLY: Must be for the visually impaired.  ,1,6
SCULLY: Yeah. What was that?  ,1,6
SCULLY: Hello?  ,1,6
SCULLY: This is Agent Dana Scully.  ,1,6
"SCULLY: Uh, actually, I think everything's okay.  ",1,6
SCULLY: ...he completed the circuit.  ,1,6
SCULLY: And to throw a 180 pound man ten feet. (Looks at cracked mirror)  ,1,6
SCULLY: (entering) It's past three.  ,1,6
SCULLY: Maybe if you cleaned your desk more than once a year.  ,1,6
SCULLY: Come on. We're late.  ,1,6
SCULLY: (whisper to MULDER) Is that your profile?  ,1,6
SCULLY: What did he say?  ,1,6
"SCULLY: I just got off the phone with Peterson, the systems engineer. (hands MULDER a piece of paper)  ",1,6
SCULLY: He said it would be a short list. And it's headline news how much this guy despised Drake.  ,1,6
SCULLY: And fully consistent with Jerry's excellent behavioral profile.  ,1,6
SCULLY: (surprised) Brad Wilczek? (MULDER shows badge) We're with the FBI.  ,1,6
SCULLY: I take it Benjamin Drake fit into the first category.  ,1,6
SCULLY: And you had a different vision for the company?  ,1,6
SCULLY: Could you have done it?  ,1,6
SCULLY: You don't seem too worried.  ,1,6
"SCULLY VOICE OVER: Some see genius as the ability to connect the unconnected -- to make juxtapositions, to see relationships where others cannot. Is Brad Wilczek a genius? I don't know. But I do know this for certain. He has a predilection for elaborate game playing. He has an intimate knowledge of the Eurisko building and he has a demonstrable motive for killing Benjamin Drake. The question remains. But if he is so clever how do we nail him? End of field journal, October 24, 1993.  ",1,6
"SCULLY: (from the office) Mulder, take a look. (MULDER nods for JERRY to follow, then goes to SCULLY) We borrowed this from the voice biometrics lab at Georgetown. (Indicates voice analyzer.) It's a computer spectrogram capable of identifying individual speech patterns. Now this is the recording the Central Operating System made of the phone call Drake received just before he died.  ",1,6
SCULLY: And this we spliced together from a series of lectures Brad Wilczek gave at the Smithsonian last year.  ,1,6
SCULLY: Now we'll stack them. (plays them together)  ,1,6
SCULLY: Which means that he was the one that killed Drake. He had the motive and the means. And now we have the physical evidence. (Draws circles on the computer screen with a *hopefully* dry erase marker.) Judge Benson lives in Washington Heights. I can get a warrant in less than an hour.  ,1,6
SCULLY: I heard about Jerry. I'm sorry.  ,1,6
SCULLY: What?  ,1,6
SCULLY: To destroy evidence. To cover his tracks.  ,1,6
"SCULLY: Mulder, you've been through a lot - - more than I think even you realize.  ",1,6
SCULLY: (after deep breath) He just signed a confession. How much proof do you need?  ,1,6
"SCULLY: Mulder, don't you see, blaming the machine is an alibi, and a bad one.  ",1,6
SCULLY: So the machine killed Drake out of self-defense?  ,1,6
"SCULLY: Mulder, that level of artificial intelligence is decades away from being realized.  ",1,6
"SCULLY: (pulling him aside) Mulder, I think you're looking for something that isn't there. And I think it has something to do with Jerry. Maybe it wouldn't be such a bad idea if you talked to someone.  ",1,6
SCULLY: Where are you going?  ,1,6
SCULLY ASLEEP. CLOCK 1:31. Phone rings. SCULLY picks it up)  ,1,6
SCULLY: Hello?  ,1,6
"SCULLY: Oh my God. (Dials out on another line.) This is Special Agent Dana Scully, ID number 2317-616. I need you to run a quick trace on a number for me. Yeah, 202-555-6431. Yeah, that's my number. Somebody's accessing my computer.  ",1,6
SCULLY: Mulder!  ,1,6
SCULLY: Someone or something's been scanning my computer files. Tapping my phones. I traced the line. It came from somewhere in there.  ,1,6
SCULLY: How can we get in?  ,1,6
SCULLY: Mulder!  ,1,6
"SCULLY: Oh, great. Mulder?  ",1,6
SCULLY: What are you doing?  ,1,6
SCULLY: Unh....  ,1,6
SCULLY: Ahhhhh!!!!!  ,1,6
SCULLY: (don't mess with me attitude) Put down the gun.  ,1,6
SCULLY: Shut up and drop the gun.  ,1,6
"SCULLY: (after a pause) Mulder, put in the disc.  ",1,6
SCULLY: What happened up there?  ,1,7
SCULLY: Is it severe isolation distress?  ,1,7
SCULLY: There's no football on Wednesday.  ,1,7
"SCULLY: Dr. DaSilva, Dr. Hodge?  ",1,7
"SCULLY: Hi, Agent Mulder, Agent Scully...  ",1,7
SCULLY: I assume you all took a look at the tape.  ,1,7
SCULLY: Where do we start?  ,1,7
SCULLY: Flashing.  ,1,7
SCULLY: You okay?  ,1,7
SCULLY: Look at this. Black nodules. Swollen lymph nodes.  ,1,7
SCULLY: This dog has got a skin irritation on it's neck.  ,1,7
"SCULLY: Look at this, look at this!  ",1,7
"SCULLY: From the autopsies, it's clear that these men killed each other. There are contusions around the throat areas of three men, evidence of strangulation.  ",1,7
SCULLY: No. None of them had the black nodules.  ,1,7
SCULLY: I analyzed two samples.  ,1,7
SCULLY: There seems to be a presence of ammonium hydroxide in Richter's blood sample.  ,1,7
SCULLY: That same thing is in Richter's blood.  ,1,7
SCULLY: The evidence is there.  ,1,7
"SCULLY: Hey, look, there's only one way to proceed. A good doctor eliminates every possibility. We must determine if any of us is infected.  ",1,7
SCULLY: We can't let him leave without him being checked.  ,1,7
"SCULLY: Well, we don't have time to argue about it.  ",1,7
SCULLY: What are you gonna do?  ,1,7
SCULLY: He's dead.  ,1,7
SCULLY: All of the other dead bodies had the creature. This is the only one that's still alive.  ,1,7
SCULLY: No. It appears that they were in the hypothalamus gland deep in the brain.  ,1,7
SCULLY: It's a gland that secretes hormones although I don't know why a parasite would want to attach to it.  ,1,7
"SCULLY: Well, a parasite shouldn't want to kill it's host.  ",1,7
SCULLY: If the worm makes people violently aggresive then why did Richter and Campbell kill themselves?  ,1,7
"SCULLY: I'm just, uh... double-checking. Making sure I didn't miss anything.  ",1,7
SCULLY: Sleep. I'm so tired I can't sleep.  ,1,7
"SCULLY: Mulder, I don't want to waste a second trying to find a way to kill this thing.  ",1,7
SCULLY: No.  ,1,7
"SCULLY: Mulder, that pilot developed surface symptoms within a few minutes. Within a few hours, that parasite had total control. What would happen if this got into the population? A city the size of New York could be infected within a few days.  ",1,7
"SCULLY: Mulder, if we don't kill it now, we run the risk of becoming Richter and Campbell with guns to our heads.  ",1,7
"SCULLY: Future? Mulder, how can you talk about the future when right now, there's... (trails off illegibly) ...or anyone has the right to?  ",1,7
SCULLY: ...about them posing a biological hazard!  ,1,7
"SCULLY: It can! By extermination, we should take those bodies, worms and all, outside and incinerate them!  ",1,7
"SCULLY: Yes, I'm fine. It's nothing.  ",1,7
SCULLY: What the hell are you trying to say?  ,1,7
SCULLY: No. We do them in front of each other. No secrets.  ,1,7
"SCULLY: Good night, Mulder.  ",1,7
SCULLY: At least everyone's okay.  ,1,7
"SCULLY: Mulder, what are you doing?  ",1,7
"SCULLY: No, he said he didn't do it.  ",1,7
"SCULLY: You checked him yourself, Hodge.  ",1,7
"SCULLY: Stop it! Just stop it, shut up!  ",1,7
SCULLY: Then just turn around and let us take a look at your neck!  ,1,7
SCULLY: Mulder!  ,1,7
"SCULLY: Mulder, you have to understand!  ",1,7
SCULLY: You put it down first!  ,1,7
SCULLY: Mulder... you may not be who you are.  ,1,7
SCULLY: You know what I was doing.  ,1,7
SCULLY: There's four of us.  ,1,7
"SCULLY: If Mulder is infected, it's not his fault! We can't turn our backs on him now, he needs us to help him!  ",1,7
"SCULLY: This is A.I.C.P. calling Doolittle Airfield, please come in.  ",1,7
SCULLY: Hodge.  ,1,7
SCULLY: Come take a look at this. The larvae from two different worms killed each other.  ,1,7
SCULLY: Look at the evidence in the microscope. This thing does not like company.  ,1,7
SCULLY: I want to talk to him first. Try to make this voluntary.  ,1,7
"SCULLY: If anything happens, you come inside. I can't do this to him until I'm sure.  ",1,7
SCULLY: Yes.  ,1,7
SCULLY: No one's been killed since you've been in here.  ,1,7
SCULLY: We found a way to kill it. Two worms in one host will kill each other.  ,1,7
"SCULLY: (whispering) If that's true, then why didn't you let us inspect you?  ",1,7
SCULLY: (whispering) Okay. But now they're not here.  ,1,7
SCULLY: I just examined him. He's... uninfected.  ,1,7
SCULLY: Which means that it must be one of you.  ,1,7
SCULLY: Hodge! Now!  ,1,7
SCULLY: It's all right. It's all over. It all stops right here. Right now.  ,1,7
SCULLY: Who did that?  ,1,7
SCULLY: Leave it there.  ,1,7
SCULLY: What did the note say?  ,1,8
SCULLY: Why the cloak and dagger routine?  ,1,8
SCULLY: Think it's a crank?  ,1,8
SCULLY: Hi.  Special Agent Dana Scully.  ,1,8
SCULLY: What brings you to Washington?  ,1,8
SCULLY: How do you mean?  ,1,8
SCULLY: Do you have any idea who may have sent that to you?  ,1,8
SCULLY: Why would somebody want to sabotage the Space Shuttle?  ,1,8
SCULLY: And we thought we could rest easy with the fall of the Soviet Union.  ,1,8
SCULLY: Evidence of what?  ,1,8
"SCULLY: Oh, of course.  ",1,8
SCULLY: What?  ,1,8
SCULLY: You remember all that stuff?  ,1,8
SCULLY: Guess I missed that phase.  (ANOTHER CLOCK ON WALL   10:39:40...39...38...37) ,1,8
"SCULLY: Col. Belt,  I'm Special Agent Dana Scully.  (Shakes Belt's hand as he rises and puts on jacket)  And this is...  ",1,8
SCULLY:	This found its way to the FBI.  (hands Belt picture that Michelle gave them) Do you recognize it?  ,1,8
SCULLY: Do you have any reason to believe that the damage done to it was in an effort to sabotage the Space Shuttle Program?  ,1,8
SCULLY: Do you have any reason to suspect sabotage at all?  ,1,8
"SCULLY: Looking at this evidence, sir, would you consider postponing the shuttle flight until a full investigation could be conducted?  ",1,8
"SCULLY: Col. Belt, has an internal investigation ever been done on this matter?  ",1,8
SCULLY: (Shaking hands)  Thank you.  (Follows Mulder out the door)  Didn't you want to get his autograph?  ,1,8
SCULLY: It came to us anonymously.  ,1,8
SCULLY: What doesn't make sense?  ,1,8
"SCULLY: Is it conceivable that in order to avoid these delays, the program is being pushed ahead without proper safety precaution?  ",1,8
SCULLY: And who makes the final determination as to its safety?  ,1,8
SCULLY: (Quietly) What do you think?  ,1,8
SCULLY: You think Col Belt knows more than he's saying?  That he lied about his knowledge of a saboteur?  ,1,8
SCULLY: So you think this x-ray is bogus?  ,1,8
"SCULLY: Yeah, it ranks right up there with getting a pony and learning how to braid my own hair.  ",1,8
SCULLY: Do you think this is sabotage?  ,1,8
"SCULLY: Yeah, but they usually fix them, right?  ",1,8
SCULLY: She's turning.  ,1,8
SCULLY: Michelle!  ,1,8
SCULLY: Can you move?  ,1,8
SCULLY: Be careful.  ,1,8
SCULLY: It's okay.  Now don't try to move.  ,1,8
SCULLY: Was it some kind of an animal?  ,1,8
SCULLY: You okay?  ,1,8
SCULLY: Mulder?  ,1,8
SCULLY: Is it going to work?  (Mulder looks doubtful)  ,1,8
"SCULLY: What just happened?  (Wake up, Scully)  ",1,8
SCULLY: (to Michelle)  How did he know what he did was going to work?  ,1,8
SCULLY: Why would he take that risk?  ,1,8
SCULLY: So much for your boyhood hero. ,1,8
SCULLY: Why does she need Belt?  ,1,8
SCULLY: It's an oxygen leak.  Even I can figure out what happens when you run out of oxygen.  ,1,8
