mulder_lines,season,episode
"MULDER: While we over-populate the world and create new technologies to kill each other with. Maybe we're just beasts with big brains. (Scully is standing, not moving, a still face gazing into nothingness) What?  ",1,4
MULDER: Scully.  ,1,4
"MULDER: You should've seen her, she was beautiful.  ",1,4
"MULDER: She could've torn my head off Scully but she didn't, she sensed that I wasn't a threat..  ",1,4
MULDER: What?  ,1,4
MULDER: What?  ,1,4
"MULDER: Well tell him he's got a real live neanderthal on the loose. She was young, I, I, I don't know...It's hard to say exactly what, what, what...  ",1,4
"MULDER: That is such crap, you can..  ",1,4
MULDER: Let's go.  ,1,4
MULDER: You could take her alive.  ,1,4
MULDER: Can you reach her from here?  ,1,4
MULDER: Why did you have to kill her?  ,1,4
MULDER: Good luck.  ,1,4
MULDER: There would have been offspring.  ,1,4
"MULDER: She was just protecting her children Scully, it all makes sense. (Mulder gets up and gets his coat from behind the door) The male dies and she comes out of the woods in search of food.  ",1,4
"MULDER: Thanks for the offer but I've got an appointment at the Smithsonian with.. (The phone rings)...an ethno-biologist, I can't wait to tell him about this. (Mulder answers the phone) Mulder, yeah just a second, it's for you.  ",1,4
MULDER: Requisition for a car please Fran. Thank you. (Mulder is filling out the form when Scully arrives) Who was that on the phone?  ,1,4
MULDER: A guy. Same guy as the guy you had dinner with the other night?  ,1,4
MULDER: You gonna have dinner with him again?  ,1,4
MULDER: No interest?  ,1,4
MULDER: Thanks Fran. (Mulder walks away from the desk and towards a door. Scully walks with him) What are you doing?  ,1,4
MULDER: Don't you have a life Scully?  ,1,4
MULDER: Eight million years out of Africa.  ,1,4
"MULDER: You're not FBI, are you?  ",1,5
"MULDER: Time of death? (She doesn't answer, just looks at the other two in the corner.)  ",1,5
"MULDER: Where did you find them? (No answer) Look, at least tell us the mode of transport. That might tell us why the bodies haven't cooled. (Still no answer from them) Hey, you called us down here. If you want some answers you have to give some. (The man finally answers)  ",1,5
MULDER: Thank you.  ,1,5
MULDER: Who are these guys? (No answer)  ,1,5
"MULDER: Ah, uh. Never.  ",1,5
MULDER: I'd say you people already suffer from full denial. (Mulder and Scully leave)  ,1,5
MULDER: I would never lie. I willfully participated in a campaign of misinformation.  ,1,5
"MULDER: NSA, CIA, some convert organization Congress will uncover in the next scandal. It's not important who they are but what they have and I'm sure they have no idea because they pulled us in. I have X Files. Each case with an element of what we saw tonight. Residual electrostatic charge, internal mutilation without any external  causality - but none has all the elements combined in one case.  ",1,5
MULDER: Psychokinetic manipulation.  ,1,5
MULDER: The Russians were doing studies on it. The Chinese still are. Their findings are kept secret. (They get into an elevator)  ,1,5
MULDER: That's 60 air minutes.  ,1,5
MULDER: There. Back up.  ,1,5
MULDER: Look at that. (He stops the film and there is a ghostly flash across the screen. Hovering over them.)  ,1,5
"MULDER: Maybe, maybe not.  ",1,5
MULDER: That leaves only one person we know we can talk to.  ,1,5
"MULDER: Miss Lauren Kyte, please. (She opens the door and Mulder flashes his badge.) I'm Agent Fox Mulder and this is Agent Dana Scully. We're with the Federal Bureau of Investigation. Do you mind if we come in?  ",1,5
MULDER: Thank you. We won't be long.  ,1,5
MULDER: Can you tell us what happened that night?  ,1,5
MULDER: They were found dead. (She has a reaction. Scully gives her another picture)  ,1,5
MULDER: Does that mean you know?  ,1,5
"MULDER: When you can tell me, this is the number where I can be reached at anytime, ok?  ",1,5
MULDER: And somehow crushing their necks? (They get into the car and put on their seatbelts. Lauren is seen looking at them through her window.)  ,1,5
"MULDER: Packing, running away, from what? ( The parking brake goes off, the car is put into reverse, and the doors are locked. Mulder tries to brake, put the car spins backward.)  ",1,5
"MULDER: Hang on! (He turns around and steers the car speeding backward, trying to brake. The car is hit in the intersection by another car. It comes to a stop) You ok?  ",1,5
MULDER: Hi. The paramedics check you out?  ,1,5
MULDER: Mine's more IRS sized.  ,1,5
"MULDER: Yeah, it's brand new. Only a 100 miles.  ",1,5
"MULDER: Mechanic said everything is in proper order. Nothing cut, nothing greased. Check out the lights.  ",1,5
MULDER: They're not. The filaments are heated due to massive levels of electrostatic charge. Just like the bodies at the morgue. And isn't it interesting that Lauren Kyte was present at both incidents?  ,1,5
MULDER: What if it's possible somehow to raise a body's electrostatic charge to levels we've been seeing and use that energy to affect objects?  ,1,5
"MULDER: Well there's evidence of this all through the X Files. Furniture moving untouched, objects levitating, unexplained electrical discharges. Frequently people who have psychokinetic power are unaware of their own capability.  ",1,5
MULDER: Either that or a poltergeist.  ,1,5
MULDER: They may be.  ,1,5
"MULDER: A little upset over losing a parking space, wouldn't you say? So, who is Howard Graves anyway?  ",1,5
MULDER: She was his secretary. That's three people dead in the last month all associated with Lauren Kyte. (The newspaper article says Howard slashed his wrists in a bathtub.)  ,1,5
"MULDER: Excuse me, Sir? Is there an office here so that I can get information on those people?  ",1,5
MULDER: Do you know how Sarah Lynn is related to Howard Graves?  ,1,5
"MULDER: Thank you, Sir.  ",1,5
"MULDER: If she'd lived, she'd be Lauren's age. (Scully looks at Mulder and he looks at her.)  ",1,5
MULDER: Not necessarily.  ,1,5
"MULDER: Do you know how difficult it is to fake your own death? Only one man has pulled it off, Elvis.  ",1,5
"MULDER: You may be right. (They get to the door to the office of Ellen Bledsoe, ME.)  ",1,5
"MULDER: Sure, all you got to do is prove that Howard Graves is still alive. (He knocks on the door.)  ",1,5
MULDER: I don't suppose you ran any dental conformation?  ,1,5
MULDER: Who made positive ID on the body? (Scully looks through the report again.)  ,1,5
MULDER: But Howard Graves was cremated. There would be no way to run a dental check or to get a DNA sample.  ,1,5
MULDER: Why?  ,1,5
"MULDER: Do you know who this is? (The man from the beginning, the non-talker at the morgue walks in)  ",1,5
MULDER: We were following leads pertaining to an X File.  ,1,5
MULDER: Then we have nothing more to talk about. (Mulder and Scully walk away. The woman and man follow them to the hallway.)  ,1,5
MULDER: How's Lauren Kyte involved?  ,1,5
MULDER: My advise to you. Don't get rough with her.  ,1,5
"MULDER: Ok, then you're free to go. (Lauren looks up surprised and gets up from her chair. Scully throws a surprised look in Mulder's direction as Lauren walks by her. Lauren pauses at the door.)  ",1,5
MULDER: Why? Because of Howard Graves?  ,1,5
"MULDER: I know. He's watching over you, isn't he?  ",1,5
MULDER: So now Howard is protecting you?  ,1,5
MULDER: What are you doing Scully? You don't believe.  ,1,5
MULDER: Well we may have just sacrificed our best opportunity to observe spectral phenomena.  ,1,5
"MULDER: We don't have him. He's not even breaking a sweat. (Dorland is standing in a corner with the employees, engaging in small talk. The man walks up to Mulder.)  ",1,5
"MULDER: Lauren, it's over. We have to go. (She looks around the room as Dorland enters.) What we're looking for isn't here. (Lauren takes a letter opener from the desk and smashes the glass in a picture frame and takes out the photo.)  ",1,5
"MULDER: Lauren, No! (Dorland pushes her away and he is pushed against the wall by Howard. The door slams shut. Dorland starts gasping at his neck. He can't breathe.  ",1,5
"MULDER: Get down. (Outside the office, Scully hears the commotion and runs back to Dorland's office door. It's locked.)  ",1,5
MULDER: I guess what we're looking for is here.  ,1,5
MULDER: Where are you going?  ,1,5
"MULDER: Boy, she's in a rush to get out of here.  ",1,5
"MULDER: Hey, Scully. Do you believe in the afterlife?  ",1,5
MULDER: Have you ever seen the liberty bell?  ,1,5
"MULDER: You know, I've been to Philadelphia a 100 times and I've never seen it.  ",1,5
"MULDER: Yeah, (Mulder starts the car and drives off) but I'd really like to go.  ",1,5
MULDER: I don't know. How late do you think they stay open?  ,1,5
MULDER: (hugging him) Jerry?  ,1,6
MULDER: Jerry and I worked together in Violent Crimes.  ,1,6
"MULDER: So, Jerry, what are you doing here?  ",1,6
"MULDER: Look, Jerry. I'd like to help you out, but we're not on general assignment.  ",1,6
MULDER: You won't drop the ball.  ,1,6
"MULDER: Yeah, but Jerry ...  ",1,6
MULDER: I'm a pain in the ass to work with.  ,1,6
MULDER: I'm not a pain in the ass? We had different career goals. Jerry wanted the fifth floor.  ,1,6
MULDER: I was gunning for a basement office with no heat or windows.  ,1,6
MULDER: He ran into a little bad luck in Atlanta working hate crimes.  ,1,6
"MULDER: He misplaced a piece of evidence, bagged and everything. Sent it to the cleaners. By the time he got it back, a federal judge had lost both his hands and his right eye.  ",1,6
MULDER: Uh-huh.  ,1,6
MULDER: How do you like that? A politically correct elevator.  ,1,6
MULDER: You okay?  ,1,6
"MULDER: The, uh, servo switch. Could it have been moved manually?  ",1,6
"MULDER: If somebody wanted to override the COS, what would they ...?  ",1,6
"MULDER: Well, we're going to need a list of all the people with that kind of know how.  ",1,6
MULDER: Would you be on it?  ,1,6
MULDER: What about the phone lines? Does the COS monitor all phone calls?  ,1,6
MULDER: I was just wondering.  ,1,6
MULDER: Phone's off the hook. (hangs it up) Maybe Drake was talking to someone right before he did his Ben Franklin impersonation.  ,1,6
MULDER: Come in.  ,1,6
MULDER: I'm just looking for my profile notes.  ,1,6
MULDER: They were right here. I'm telling you.  ,1,6
"MULDER: (whisper) Forget it, no.  ",1,6
"MULDER: Jerry, what the hell are you doing?  ",1,6
"MULDER: Jerry, that was my profile.  ",1,6
"MULDER: Jerry, you went into my office and you stole my work.  ",1,6
MULDER: He apologized - in his own way.  ,1,6
MULDER: One name? Brad Wilczek?  ,1,6
MULDER: That just seems too obvious. To kill Drake would be so brazenly egomaniacal.  ,1,6
MULDER: Fully. (as they exit)  ,1,6
MULDER: So this is what a 220 IQ and a $400 million severance settlement buys you.  ,1,6
"MULDER: That's from the Greek, isn't it? Um, ""I learn things.""  ",1,6
"MULDER: Mr. Wilczek, is this system related to the one in your corporate building?  ",1,6
"MULDER: In your opinion, how many people know the system well enough to override it?  ",1,6
MULDER: Could someone have hacked into the system?  ,1,6
MULDER: (to SCULLY) Will you give me a second? (SCULLY nods. MULDER steps outside the office with JERRY.)  ,1,6
MULDER: All you had to do was ask. I would've helped you with the profile.  ,1,6
MULDER: What *what's* like?  ,1,6
MULDER: Yea ...  ,1,6
MULDER: That was bad luck. That could have happened to anybody.  ,1,6
"MULDER: Don't run yourself down, Jerry. You're a good agent. We did some good work together.  ",1,6
MULDER: That's not how it was.  ,1,6
"MULDER: I'm saying that both voices are Brad Wilczek's. He may have disguised his voice electronically, but he couldn't alter the form that is unique to his own speech patterns.  ",1,6
MULDER: I'll go with you.  ,1,6
MULDER: All right.  ,1,6
MULDER: I don't think Wilczek did it.  ,1,6
MULDER: It doesn't make sense. Why would he go back to Eurisko?  ,1,6
"MULDER: If you were going to destroy evidence, would you pose for the cameras?  ",1,6
MULDER: I think Wilczek is smarter than this. (Turns on tape again.)  ,1,6
"MULDER: Yeah, I know. (Shows badge) I ordered the subpoena.  ",1,6
MULDER: What are you talking about?  ,1,6
MULDER: Thanks for coming.  ,1,6
MULDER: I need to know why Brad Wilczek is the subject of a code five investigation. What the Defense Department wants with him.  ,1,6
